Noun,Verb,Adjective,Exclamation
바가지,해야,없다고,
지금,합니다,궁금하다,
어디,받치는,안됩니다,
니,질거니까,입니다,
개돼지,해서,비슷한,
암만,봐라,있었죠,
오,키웠네,희,
대가리,나오네,그런,
그네,시키면,안됩니다,
빠가,했나,어리석은,
뭐,다닌거라고,이런,
욕조,보면,어리석은,
와인,되는,가능한거지,
득,갔는데,현명함이,
거릴텐데,되어야,필요하다,
대비,한다,없지,
마마,않고,미랑,
누가,않고,원하는데로,
학교,만났다고,안되는것,
주,될게,안되는게,
출석,올리라고,없었겠지,
방학,했더니,틀림없다,
때,갔는데,없고,
공휴일,대,없는,
학교,대,무식한,
학교,였네,많아,
주,졸은,한심하다,
출석,했는가,있어요,
방학,싶던데,그럴,
때,했나,같은데,
공휴일,키우운다고,충분히,
학교,한다,많을,
도대체,갔는데,사소한,
년,인줄,가난하게,
뭐,알았는데,냉정하게,
년,한게,없는,
양심,시켜라,비싸,
도덕,돌이켜,그런,
바,짚어,가벼,
년,보면,아니고,
나,하고,성공한다는게,
골,되는,없어도,
자랑,넘도록,비싼,
어디,되는,없네,
이,밝혀진,없고,
제보,치는,있었니,
개발,사실이라면,멍청할듯,
녀,떨어진,있는,
고삼,할,아니면,
때,했건만,없다,
애가,먹히질,안됨,
지고,않네,지겹다,
대학가,들이,같더라니,
애,했나,편안하게,
자식,해서,있도록,
자꾸,나오게,있습니다,
김연아,하냐,없으면,
비교,하면,망하겠구나,
일단,가한다,충분히,
재능,까도,없네,
차이,까도,아녀,
현저,나오네,맑아야,
승마,살겠다,맑다,
동물,하도,시기한,
호흡,쳐,있는,
스포츠,먹어서,있다는,
훈련,다니지마라,너무한,
한다해,배워라,아닌가요,
하루,죽기,아니라,
네,늘어지는거,좁은,
시간,빼면,불결한,
최대,나갔다는,중요하단,
것,이었다,부애,
마리,어린,저렇지,
절대,받은,힘든,
말,나왔을지,똑같다,
타고,몰라도,밉,
연습,하였겠다,뻔한,
오전,익숙해지면,정당하다고,
오후,빠지면,있다,
번,될텐데,없는,
말,하면서,이런거나,
기수,받는,그런게,
성적,된다고,이런게,
자체,만들어,없는,
요,하고,부끄럽냐,
게다가,욕먹으면,망한나라,
그냥,때리고싶다,아니라고,
일반,시키는,어떤,
승용,켜야,있음,
마가,시켜,입니다,
억대,주신다면,아니,
혈통,할,더있것지,
마,그리,억울하면,
얼마나,덮으려는,없네,
시간,읽어,있는,
요,보니,불결한,
게다가,지,의해,
한국,살았구만,당했다는,
종목,끄,있고,
승마,모르고,있다,
대회,알수록,딴다,
거의,하는,잘난,
저,부르,같은,
여자,숨겨,있었다는,
해외,둔,당하지도,
대회,든,이쁘다,
전적,남기지,있니,
유라,않기를,있으면,
동영상,바란다,많았겠냐,
히트,내가다니던,많았냐,
모자이크,다녔으면,그런거다라고,
처리,가서,있는듯,
안,맞았을,있었다는게,
사진,쓸대,야할듯,
새삼,진다,철저히,
돈,낳은게,충분히,
실력,까기,같어,
니,하려다,희,
부모,사실아니면,철저히,
얼마나,되지,정확하게,
자신,할,아무런,
이제,끼워,있을수,
누가,넣은,더러운,
부모,건지,있겠냐,
학교,아는,희한한,
이,알텐데,많아도,
친구,쳐하냐,아니네,
입학,바꾸자,적당한,
취소,와,야한다,
것,꾸도,마른,
퇴학,가니,싫다고,
것,보면,싫어하는,
시간,보는,괜찮다고,
졸업,않아,그런,
이대,했을,싫어하는,
여자,된다,좋아하는,
현실,가진,부패할매,
이해,봐,노란,
결석,보는,조졌네,
학생,가진,아니지만,
수시,알려면,좋지만,
합격,봐,야하지,
이대,거칠게,이런것가지고,
합격,하면,부애,
조건,해주는구나,없음,
도데,감싸주는데,없음,
체,했겠어,좋아하는,
무엇,외칠수,아니지만,
돈,그리,좋지만,
빽,타서,야하지,
제도,될,무서운,
수시,먹혔을지,입니다,
제도,모르나,명확한,
다시,와,뻔하다,
한번,하신,어떤,
생각,따겠네요,같은,
인생,집니다,있다,
진짜,떼도,있는데요,
고오,놀았는지,이런,
지고,알텐데,그러고도,
산다,뭐라고,계신가,
진짜,나오지,있겠,
다음,않고,같네,
인생,보는것도,궁금하네,
정,업고,있어서,
유라,시키고,딴게,
지금,했다고,아니고,
곤,들은,있어서,
딴판,하고,있네,
집안,해라,있으니깐,
아빠,알고싶지도,자세하게,
아내,않은,안되는게,
친구,쓰더니,없다고,
장인,하는데는,추악하게,
여자,일듯,조용히,
딸내미,읽는,있으려나,
미성년,가고,아니냐,
임신,하니,이런,
거,가는,없을가,
영화로,가진,궁금하네,
머리,가졌구나,있네,
텅,참,궁금한게,
대학입학,사는,어떻게,
대한국,웃겼을까,말가지고,
여제,하네,없다,
최,따라,아니,
실,될,먼가,
폐하,매달아서,많은데,
뮤,후려쳐야지,시원히,
개,나온,떳떳해,
자꾸,까,좋겠습니다,
조선반도,한다,평등하고,
그냥,받았다니,입니다,
한국인,다녔겠지,있는,
권력자,먹이던,부럽습니다,
딸,하더니,어지간히,
하나,들어가,바쁘게,
가지,숨어있니,바쁘게,
구역질,쳐,이런,
일본군,박혀있지말고,없군,
장교,나와서,오죽했겠냐,
딸,해보세요,불쌍한,
사무라이,시키고,어이없다,
활,끊,아닌것,
하라,봐야,같다,
모자이크,들어올,어떻게,
빼,바꾸라,저래가지곤,
저런,타느라,어떻게,
것,갔다는대,돈독한,
모자이크,시켜서,있다,
필요,꼴나게,뿐임,
역시,주시길,저렇던데,
대한민국,우습게,아니,
돈,보는게,있는,
권력,해야겠네요,만만하게,
빽,될듯,없으면,
유,큰,없다,
부모,하는,같아,
자식,해야,있었구만,
쥬,밝히냐,지저분하다,
언론,어딨냐,바쁘신,
잠시,않는구나,먼가,
그다음,줄잘,이런,
세상,타서,당연한것으로,
모든,키우고,이런,
거참,나도,만족하고,
뉘집,하면서,있나,
자식,살려다가,없음,
기도,잡혀,없네,
유라,들어가게,끝내주네,
승마,생겼네,훌륭하시네,
떡,죽어,같은데,
금메달,했다가,아니고,
임신,먹고,실할건,
출산,사려는데,없지,
진짜,숨어,부럽다,
능력,살아야겠네,돈독한,
자년,뜯은,있다,
니애미,시키냐,있을까,
눈,나게,같은데,
왜,생겼,있다면,
십,했다네요,없는,
알,들이니,속상하더라,
작두,나온다,행복한,
손발,살아왔는데도,끔찍하다,
부러,해주는,방탕한,
에미,하는,풍부한,
딸,가,없고,
래미,사고내고,올바른,
둘,올랐던,힘듬,
최,쉬는,그런,
실,하면,이런,
눈,달여,아니라,
축,된다는,있다면서,
얼굴,닮았네,부럽네,
넙,닮았다,편하게,
대대,바꿔,편하게,
영락,버리는,신기한,
옥,모르건,같은,
무수리,시켜서,추악한것,
주제,밝히,더러운,
주님,말이란다,부끄러운지도,
기분,쳐주지도,한심한,
박근혜,않는,망해라,
최,짜리,아닌,
실,타면서,야할텐데,
미혼모,쳐놨대,힘없는,
애,하겠다,없고,
왜,움직이는,없구만,
혼자,않더라니,그지같,
저런,그리,없는게,
즈,흔들었니,같아요,
빠빠,가서,노랗게,
말,시키고,없느니,
냉동,털어,딱이구,
걸,시키자,그러니,
마빡,알수록,추악한,
세상,막히는구나,있다면,
온,받고,없는,
나라,하지만,속상하더라,
절차,쳐,바쁘게,
제도,발라가며,있던데,
이,시켰을텐데,심심할,
모녀,받아줘라,없는,
모든,나가는데,없다,
관련,해주는건,재밌겠네,
납작,넘어가고있는,많은데,
업,건지,없다,
충성,봐도,아닌,
다한,나도,잠잠할,
걸,낳으면,좁다,
이,배우게,많고,
모녀,해야겠다,힘들테니,
사람,나라였네,맛없으니까,
신,맞네,아니지만,
그,되기,어떻게,
자체,흘려,똑똑한,
그,될까,궁금해지네,
애,사귀었나,이런,
애비,않나,망할,
그,가던지,있나,
딸,까도,필요하다,
주어,까도,노랗다못해,
생략,나오는,아니구만,
판사,보면,마땅하다,
거,붙잡고,부럽다,
아동학대,태어나지,많고,
헬조선,않았음,있으면,
단어,찍었을듯,없게,
실례,댈래,있어야지,
조선,사는게,안좋구나,
지금,빠지면,아니냐,
그냥,먹는다,슬픈,
헬,어울려,올바른,
박원순,갈아엎고,있다는,
아들,나타나겠지,올바르고,
거도,않,올바른,
엉망,되는,아닌가요,
진창,벌어,부끄러운,
아빠,진거,낮이네요,
서울시장,맞나,그러했던게,
빽,삼가하지요,있을,
달,해라,그럼,
학교,하냐,그렇고,
퇴학,하는,악하게,
애가,했어,느리고,
학교,바꾸고,여전히,
담임,지우러,없는,
선생님,가자,미개해,
퇴학,만나니,있다지만,
노력,지워주고,없는,
기억,해라,수많은,
쟨,돼,이런건,
뭘,만들고있었구나,없음,
얜,시킨거야,이런,
금수,욕먹어야,답답함,
저,겠다,있긴,
다이아,도망갔나,있었네,
수저,했,같은,
핵,잘,아니,
수저,돌리겠다,없다,
스포츠,나도,,
친구,했는데,,
출석,갔나,,
여기,까도,,
댓글,까도,,
좌빨,나오네,,
영혼,할말이,,
불쌍타,사가지,,
엄마,망치는,,
떼,어린,,
인간성,하는건,,
한번,막았을까,,
좌빨,하지,,
자,마시죠,,
퉤,보자,,
돈,이길래,,
부모,보인다,,
스펙,일어난거고,,
정유,할,,
라가,찍는다,,
정도,모자란,,
껏,보여준,,
뻔,한,,
총장,될,,
사퇴,모이는,,
꼬리,뽑아,,
최,내는,,
실,빼고,,
정유,들어와,,
이번,자다,,
의혹,나갔는데도,,
싹,해야,,
국회의원,될,,
자녀,땄을까,,
학사,해,,
관리,해야,,
군입대,한다,,
엉망,베서,,
걸,달아라,,
내,일까,,
나,참,,
신의,잡읍시다,,
딸,된다고,,
엄마,해요,,
딸,참,,
박,받는,,
꼬,이긴,,
정유,박는,,
라가,흔들리는게,,
최,까져가지고,,
실의,낳으니,,
딸,시키서,,
건가,개고,,
과연,사는,,
엄마,만난것도,,
최,하고,,
실,찍지,,
이유,않을거다,,
어이구,나타난다면,,
등신,찍어주겠지만,,
우리,찍어주겠다만,,
체육,찍는다,,
진학,뽑을,,
고딩,뽑는다,,
전체,갑질,,
조사,하는,,
당장,이었어도,,
김연아,됐을까,,
고딩,가,,
때,보다,,
조사,잼있더라,,
최,사는거,,
실,사느니,,
박근혜,않을까,,
출산,싶네,,
거,까도,,
엄마,까도,,
페이스,한,,
질,들,,
왜햐,쑤시는구나,,
돈,였는지,,
박,빠진것만,,
시장,버린,,
딸,겁니다,,
스위스,다녀야,,
유학,배우고,,
아들,배운단다,,
영,가네,,
행방불명,찾아,,
노무현,닮아,,
아들,놀거다,,
딸도,놀고,,
외국,헐,,
호위,막히네,,
호식,했다면,,
그,하는거,,
뒷돈,나라구나,,
누가,어긋나는지,,
좌우,하느라,,
원래,빠진,,
정치,건지,,
주변,밝혀라,,
유전,밝혀내는,,
무죄,들,,
무전,들,,
유죄,되는,,
본인,이룬다면,,
입,받을수,,
욕,기다려진다,,
솔,생긴것도,,
정유,생겼던데,,
라시,죽어있다,,
애국자,였구나,,
구먼,뭐라고,,
금메달,큰거,,
나라,할것,,
도움,잘게,,
요즘,잘라서,,
시집,태워,,
아기,빼고,,
히스테리,빼고,,
찌,하고서도,,
감치,받아,,
아기,해야하는것이,,
인구,가,,
일도,갔나,,
누,잘,,
욕,살거야,,
좀,뜯고,,
애,바꾸고,,
몸조리,되잖아,,
못,보네,,
겨,되는구나,,
누,죽어라,,
그,다닌,,
갓난,하지말고,,
애,하는,,
죄,베어,,
요람,버리자,,
아기,느껴질,,
짐승,버렸다,,
사냥,먹어야지,,
듯,키워라,,
모,보니,,
언론인,돼,,
기자,사해놓고,,
인간,넘어가놓고,,
늑대,서,,
보이,하자,,
더,해야겠구나,,
니,둬서,,
노무현,먹는구나,,
뒷돈,참,,
아들,큰,,
딸,지,,
호위,닮았나,,
호식,봐,,
거,보니,,
게임,되던데,,
팁,탈줄,,
유병언,알겠네,,
위,타냐,,
보스,하다고,,
조심,합니다,,
미션,뭐라,,
진행,부를까,,
공부,헐,,
오지,깔수록,,
대한민국,나와,,
넘버원,들일세,,
엄마,덮자고,,
공부,했는데,,
따위,가냐,,
숨,해,,
상위,먹을수있는건,,
대학,먹었구만,,
졸업,가고,,
어디,갖고오고,,
좋은직장,가고,,
예체능,갖고,,
아이,하니,,
원래,까면,,
뿐,깔수록,,
공부,나오네,,
순위,않은,,
순위,받으며,,
아이,나고,,
들,밝히려고,,
하라,할텐데,,
수업,하고,,
